INEGI. IX Censo Ejidal 2007,,,,,,,,,,
Ejidos y comunidades con bodegas y naves propias segun cantidad y capacidad,,,,,,,,,,cuadro 24
por entidad federativa y municipio,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
entidad_federativa_y_municipio,ejidos_y_comunidades_con_bodegas,cantidad_con_bodegas,superficie,unidad_de_medida,ejidos_y_comunidades_con_naves_para_aves,cantidad_con_naves_para_aves,capacidad_en_numero_de_cabezas,ejidos_y_comunidades_con_naves_para_cerdos,cantidad_con_naves_para_cerdos,capacidad_en_numero_de_cabezas
Santa Maria Tataltepec,1,2,396,Metros,0,0,0,0,0,0
Santa Maria Temaxcaltepec,1,1,270,Metros,0,0,0,0,0,0
Santa Maria Teopoxco,0,0,0,Metros,0,0,0,0,0,50
Santa Maria Tonameca,2,3,6700,Metros,0,0,0,0,0,0
Santiago Chazumba,0,0,0,Metros,2,4,20000,0,0,0
Santiago del Rio,1,1,24,Metros,0,0,0,0,0,0
Santiago Huajolotitlan,1,1,40,Metros,0,0,0,2,2,100
Santiago Ihuitlan Plumas,1,2,80,Metros,0,0,0,0,0,0
Santiago Juxtlahuaca,4,5,426,Metros,1,2,2000,1,1,200
Santiago Laollaga,0,0,0,Metros,1,1,10,0,0,0
Santiago Laxopa,2,3,33,Metros,0,0,0,0,0,0
Santiago Pinotepa Nacional,1,1,150,Metros,0,0,0,0,0,0
Santiago Tillo,1,1,2000,Metros,0,0,0,0,0,0
Santiago Xiacui,2,4,68,Metros,0,0,0,0,0,0
Santiago Yaveo,2,2,486,Metros,0,0,0,0,0,0
Santo Domingo Ingenio,1,1,7000,Metros,0,0,0,0,0,0
Santo Domingo Albarradas,1,1,24,Metros,0,0,0,0,0,0
Santo Domingo Ozolotepec,1,1,48,Metros,0,0,0,0,0,0
Santo Domingo Tehuantepec,2,5,856,Metros,0,0,0,0,0,0
Santo Domingo Teojomulco,1,1,420,Metros,0,0,0,0,0,0
Santo Domingo Zanatepec,1,4,100,Metros,0,0,0,0,0,0
Santo Tomas Ocotepec,1,2,280,Metros,0,0,0,0,0,0
San Vicente Lachixio,1,1,144,Metros,1,1,80,0,0,0
Silacayoapam,1,1,50,Metros,0,0,0,0,0,0
Villa de Tamazulapam del Progreso,1,1,1000,Metros,0,0,0,0,0,0
Teotongo,1,2,1250,Metros,0,0,0,0,0,0
Tlacolula de Matamoros,1,1,8000,Metros,0,0,0,0,0,0
Tlalixtac de Cabrera,1,1,1400,Metros,0,0,0,0,0,0
Totontepec Villa de Morelos,2,3,200,Metros,1,15,1050,0,0,0
San Juan Bautista Valle Nacional,2,3,1375,Metros,0,0,0,0,0,0
Villa Diaz Ordaz,2,2,304,Metros,0,0,0,0,0,0
Yutanduchi de Guerrero,1,1,200,Metros,0,0,0,0,0,0
Zimatlan de alvarez,3,5,3930,Metros,0,0,0,0,0,0
Puebla,139,338,101171,Metros,2,4,110,6,38,3930
Acajete,3,11,4640,Metros,0,0,0,0,0,0
Acatlan,7,7,749,Metros,0,0,0,0,0,0
Acatzingo,2,41,3600,Metros,0,0,0,0,0,0
Ahuehuetitla,1,1,60,Metros,0,0,0,0,0,0
Aljojuca,3,18,960,Metros,0,0,0,0,0,0
Atlixco,2,3,480,Metros,0,0,0,0,0,0
Atzitzihuacan,1,1,450,Metros,0,0,0,0,0,0
Atzitzintla,2,7,2452,Metros,0,0,0,0,0,0
Ayotoxco de Guerrero,2,2,840,Metros,0,0,0,0,0,0
Calpan,1,3,500,Metros,0,0,0,0,0,0
Caltepec,1,1,30,Metros,0,0,0,0,0,0
Caxhuacan,1,1,120,Metros,0,0,0,0,0,0
Coatzingo,1,1,60,Metros,0,0,0,0,0,0
Cuautinchan,1,1,1800,Metros,0,0,0,0,0,0
Cuetzalan del Progreso,0,0,0,Metros,1,2,60,1,1,30
Cuyoaco,3,8,3000,Metros,0,0,0,0,0,0
Chalchicomula de Sesma,9,36,6984,Metros,0,0,0,0,0,0
Chiautla,2,2,64,Metros,0,0,0,0,0,0
Chietla,2,3,29,Metros,0,0,0,0,0,0
Chignahuapan,7,11,6210,Metros,0,0,0,0,0,0
Esperanza,3,4,1257,Metros,0,0,0,0,0,0
Francisco Z. Mena,1,1,150,Metros,0,0,0,0,0,0
General Felipe angeles,1,1,200,Metros,0,0,0,0,0,0
Guadalupe Victoria,3,11,1264,Metros,0,0,0,0,0,0
Huaquechula,2,5,420,Metros,0,0,0,1,1,100
Huauchinango,1,1,200,Metros,0,0,0,0,0,0
Huejotzingo,3,4,1790,Metros,0,0,0,0,0,0
Hueytamalco,2,2,505,Metros,0,0,0,0,0,0
Ixcaquixtla,1,1,200,Metros,0,0,0,0,0,0
Ixtacamaxtitlan,2,2,190,Metros,0,0,0,0,0,0
Izucar de Matamoros,3,4,2140,Metros,0,0,0,1,9,2300
Jalpan,1,1,250,Metros,0,0,0,0,0,0
Jonotla,1,1,300,Metros,0,0,0,0,0,0
Juan C. Bonilla,1,1,200,Metros,0,0,0,0,0,0
Lafragua,1,1,1250,Metros,0,0,0,0,0,0
Molcaxac,1,1,43,Metros,0,0,0,0,0,0
Oriental,3,16,11864,Metros,0,0,0,0,0,0
Palmar de Bravo,2,3,700,Metros,0,0,0,0,0,0
Piaxtla,1,1,640,Metros,0,0,0,0,0,0
Puebla,1,1,500,Metros,0,0,0,1,1,100
San Jose Chiapa,1,1,500,Metros,0,0,0,0,0,0
San Jose Miahuatlan,1,1,80,Metros,0,0,0,0,0,0
San Juan Atenco,2,10,563,Metros,0,0,0,0,0,0
San Martin Texmelucan,1,1,300,Metros,0,0,0,0,0,0
San Miguel Xoxtla,1,3,1200,Metros,0,0,0,0,0,0
San Nicolas Buenos Aires,2,8,1140,Metros,0,0,0,0,0,0
San Nicolas de los Ranchos,1,1,200,Metros,0,0,0,0,0,0
San Pedro Cholula,1,6,772,Metros,0,0,0,0,0,0
San Salvador el Seco,3,12,3447,Metros,0,0,0,0,0,0
San Salvador el Verde,1,2,5000,Metros,0,0,0,0,0,0
Santiago Miahuatlan,1,2,600,Metros,0,0,0,0,0,0
Tecali de Herrera,1,1,150,Metros,0,0,0,0,0,0
Tecamachalco,1,1,200,Metros,0,0,0,0,0,0
Tehuacan,1,1,30,Metros,0,0,0,0,0,0
Tenampulco,3,3,929,Metros,0,0,0,1,20,800
Tepeaca,3,8,2148,Metros,0,0,0,0,0,0
Tepeojuma,2,3,1072,Metros,1,2,50,0,0,0
Tepexi de Rodriguez,1,1,8481,Metros,0,0,0,0,0,0
Tepeyahualco,4,10,2030,Metros,0,0,0,0,0,0
Tlacotepec de Benito Juarez,2,9,800,Metros,0,0,0,0,0,0
Tlachichuca,7,15,3303,Metros,0,0,0,0,0,0
Tlahuapan,3,3,1500,Metros,0,0,0,0,0,0
Tlapanala,0,0,0,Metros,0,0,0,1,6,600
Tlatlauquitepec,1,1,80,Metros,0,0,0,0,0,0
Tuzamapan de Galeana,1,1,75,Metros,0,0,0,0,0,0
Tzicatlacoyan,1,1,120,Metros,0,0,0,0,0,0
Venustiano Carranza,1,1,120,Metros,0,0,0,0,0,0
Xicotepec,1,1,192,Metros,0,0,0,0,0,0
Xochitlan Todos Santos,1,3,200,Metros,0,0,0,0,0,0
Yehualtepec,1,2,1500,Metros,0,0,0,0,0,0
Zacapoaxtla,1,1,400,Metros,0,0,0,0,0,0
Zautla,1,2,4250,Metros,0,0,0,0,0,0
Zihuateutla,2,3,2698,Metros,0,0,0,0,0,0
Queretaro,88,129,57963,Metros,4,9,22036,6,7,850
Amealco de Bonfil,16,21,25898,Metros,0,0,0,0,0,0
Pinal de Amoles,2,3,280,Metros,0,0,0,0,0,0
Arroyo Seco,2,2,450,Metros,0,0,0,0,0,0
Cadereyta de Montes,3,5,530,Metros,3,8,21036,0,0,0
Colon,7,7,808,Metros,1,1,1000,0,0,0
Corregidora,2,2,570,Metros,0,0,0,0,0,0
Ezequiel Montes,1,2,180,Metros,0,0,0,0,0,0
Huimilpan,2,3,120,Metros,0,0,0,0,0,0
Jalpan de Serra,1,1,50,Metros,0,0,0,1,1,100
Landa de Matamoros,1,5,795,Metros,0,0,0,0,0,0
El Marques,7,22,2404,Metros,0,0,0,4,5,700
Pedro Escobedo,14,14,9810,Metros,0,0,0,0,0,0
Peñamiller,4,4,608,Metros,0,0,0,0,0,0
Queretaro,0,0,0,Metros,0,0,0,1,1,50
San Joaquin,1,3,180,Metros,0,0,0,0,0,0
San Juan del Rio,11,12,6900,Metros,0,0,0,0,0,0
Tequisquiapan,8,15,8046,Metros,0,0,0,0,0,0
Toliman,6,8,334,Metros,0,0,0,0,0,0
Quintana Roo,21,28,7067,Metros,3,32,2980,7,9,3570
Cozumel,0,0,0,Metros,1,1,1000,0,0,0
Felipe Carrillo Puerto,3,4,542,Metros,0,0,0,1,1,1000
Isla Mujeres,1,1,40,Metros,0,0,0,0,0,0
Othon P. Blanco,13,18,6233,Metros,1,16,480,2,2,330
Benito Juarez,1,2,100,Metros,0,0,0,2,3,2100
Jose Maria Morelos,0,0,0,Metros,1,15,1500,1,2,100
Lazaro Cardenas,2,2,120,Metros,0,0,0,0,0,0
Solidaridad,1,1,32,Metros,0,0,0,1,1,40
San Luis Potosi,164,280,85433,Metros,19,51,217578,14,20,4860
Aquismon,4,7,922,Metros,0,0,0,0,0,0
Armadillo de los Infante,1,1,72,Metros,0,0,0,0,0,0
Cardenas,2,2,5090,Metros,0,0,0,0,0,0
Catorce,1,1,120,Metros,0,0,0,0,0,0
Cedral,2,2,80,Metros,2,4,52000,1,1,300
Cerritos,7,11,2134,Metros,0,0,0,0,0,0
Ciudad del Maiz,1,2,240,Metros,0,0,0,0,0,0
Ciudad Fernandez,2,4,870,Metros,0,0,0,0,0,0
Tancanhuitz,8,10,191,Metros,1,20,100,0,0,0
Ciudad Valles,22,40,7083,Metros,1,1,3000,0,0,0
Charcas,1,1,621,Metros,1,2,100,0,0,0
ebano,9,10,10004,Metros,0,0,0,1,1,50
Guadalcazar,5,8,732,Metros,2,2,1550,0,0,0
Huehuetlan,1,1,12,Metros,0,0,0,0,0,0
Lagunillas,1,1,383,Metros,0,0,0,0,0,0
Matehuala,9,20,2103,Metros,3,5,30698,0,0,0
Mexquitic de Carmona,4,10,1326,Metros,0,0,0,0,0,0
Moctezuma,3,3,888,Metros,0,0,0,0,0,0
Rayon,4,21,1477,Metros,0,0,0,1,1,50
Rioverde,7,9,13427,Metros,0,0,0,0,0,0
Salinas,3,7,2200,Metros,0,0,0,0,0,0
San Ciro de Acosta,1,1,830,Metros,0,0,0,0,0,0
San Luis Potosi,1,1,480,Metros,0,0,0,0,0,0
San Nicolas Tolentino,1,1,300,Metros,0,0,0,0,0,0
Santa Maria del Rio,2,6,86,Metros,0,0,0,0,0,0
Santo Domingo,1,3,1620,Metros,0,0,0,0,0,0
San Vicente Tancuayalab,3,4,1580,Metros,0,0,0,0,0,0
Soledad de Graciano Sanchez,2,7,2800,Metros,0,0,0,0,0,0
Tamasopo,4,7,2982,Metros,0,0,0,0,0,0
Tamazunchale,1,1,12,Metros,0,0,0,2,2,80
Tampamolon Corona,2,2,92,Metros,0,0,0,1,1,50
Tamuin,14,17,1683,Metros,3,4,6130,2,2,100
Tanquian de Escobedo,1,1,3859,Metros,0,0,0,0,0,0
Vanegas,3,4,926,Metros,0,0,0,0,0,0
Venado,2,4,395,Metros,0,0,0,0,0,0
Villa de Arriaga,4,13,6118,Metros,0,0,0,0,0,0
Villa de la Paz,1,1,6,Metros,0,0,0,0,0,0
Villa de Ramos,1,2,2700,Metros,0,0,0,0,0,0
Villa de Reyes,2,3,1602,Metros,6,13,124000,5,11,4200
Villa Hidalgo,9,15,3900,Metros,0,0,0,0,0,0
Villa Juarez,6,10,1352,Metros,0,0,0,1,1,30
Xilitla,2,2,540,Metros,0,0,0,0,0,0
Matlapa,1,1,1051,Metros,0,0,0,0,0,0
El Naranjo,3,3,544,Metros,0,0,0,0,0,0
Sinaloa,44,62,49188,Metros,7,19,74615,6,6,425
Ahome,1,1,120,Metros,1,1,200,1,1,130
Concordia,4,8,3177,Metros,2,3,15000,0,0,0
Cosala,1,1,500,Metros,0,0,0,0,0,0
Culiacan,3,3,1225,Metros,1,2,4000,1,1,50
Choix,9,11,1293,Metros,0,0,0,1,1,50
Elota,1,2,3600,Metros,0,0,0,1,1,100
Escuinapa,4,5,6990,Metros,0,0,0,0,0,0
El Fuerte,2,5,10080,Metros,1,5,15,1,1,35
Guasave,2,2,4020,Metros,0,0,0,0,0,0
Mazatlan,5,6,2453,Metros,1,1,400,0,0,0
Mocorito,2,2,2600,Metros,0,0,0,0,0,0
Rosario,4,6,1630,Metros,1,7,55000,0,0,0
San Ignacio,2,4,6550,Metros,0,0,0,1,1,60
Sinaloa,1,3,750,Metros,0,0,0,0,0,0
Navolato,3,3,4200,Metros,0,0,0,0,0,0
Sonora,221,300,90994,Metros,2,2,3005,43,75,28220
Agua Prieta,2,3,470,Metros,0,0,0,0,0,0
alamos,20,25,3208,Metros,2,2,3005,0,0,0
Altar,1,2,1000,Metros,0,0,0,0,0,0
Arivechi,1,1,1000,Metros,0,0,0,0,0,0
Bacadehuachi,1,1,200,Metros,0,0,0,0,0,0
Bacerac,1,1,1000,Metros,0,0,0,0,0,0
Bacoachi,0,0,0,Metros,0,0,0,1,2,1500
Bacum,20,23,4897,Metros,0,0,0,0,0,0
Banamichi,1,2,320,Metros,0,0,0,0,0,0
Baviacora,1,1,40,Metros,0,0,0,0,0,0
Benjamin Hill,1,1,24,Metros,0,0,0,2,2,2260
Caborca,16,22,3595,Metros,0,0,0,1,1,40
Cajeme,32,50,6715,Metros,0,0,0,0,0,0
Cananea,4,7,3700,Metros,0,0,0,0,0,0
La Colorada,3,3,180,Metros,0,0,0,0,0,0
Cucurpe,1,1,150,Metros,0,0,0,0,0,0
Cumpas,1,3,1280,Metros,0,0,0,0,0,0
Empalme,3,3,380,Metros,0,0,0,1,1,100
Etchojoa,12,12,2355,Metros,0,0,0,1,1,500
Fronteras,5,12,4450,Metros,0,0,0,1,1,600
Guaymas,7,10,9142,Metros,0,0,0,4,7,772
Hermosillo,9,11,10238,Metros,0,0,0,6,8,2250
Huatabampo,4,5,484,Metros,0,0,0,11,19,6040
Huepac,2,3,150,Metros,0,0,0,0,0,0
Magdalena,1,1,200,Metros,0,0,0,1,1,2000
Mazatan,1,1,70,Metros,0,0,0,0,0,0
Naco,1,2,600,Metros,0,0,0,0,0,0
Nacori Chico,3,5,914,Metros,0,0,0,0,0,0
Navojoa,9,15,2484,Metros,0,0,0,5,18,4458
Nogales,4,4,1340,Metros,0,0,0,0,0,0
Onavas,2,2,120,Metros,0,0,0,0,0,0
Opodepe,1,1,40,Metros,0,0,0,0,0,0
Pitiquito,4,6,1900,Metros,0,0,0,0,0,0
Quiriego,3,4,842,Metros,0,0,0,0,0,0
Rosario,6,12,1180,Metros,0,0,0,0,0,0
Sahuaripa,2,2,208,Metros,0,0,0,0,0,0
San Javier,1,1,400,Metros,0,0,0,0,0,0
San Luis Rio Colorado,9,10,17300,Metros,0,0,0,0,0,0
San Miguel de Horcasitas,0,0,0,Metros,0,0,0,1,1,100
San Pedro de la Cueva,1,1,250,Metros,0,0,0,0,0,0
Santa Ana,2,2,190,Metros,0,0,0,2,2,2100
Soyopa,3,4,480,Metros,0,0,0,0,0,0
Trincheras,1,1,200,Metros,0,0,0,1,1,2000
Ures,1,1,20,Metros,0,0,0,5,10,3500
Villa Hidalgo,1,1,40,Metros,0,0,0,0,0,0
Yecora,2,3,2048,Metros,0,0,0,0,0,0
General Plutarco Elias Calles,2,2,200,Metros,0,0,0,0,0,0
Benito Juarez,5,8,2635,Metros,0,0,0,0,0,0
San Ignacio Rio Muerto,8,9,2355,Metros,0,0,0,0,0,0
Tabasco,39,53,25797,Metros,23,34,62800,13,16,2020
Balancan,11,14,12890,Metros,2,3,12000,0,0,0
Cardenas,1,1,1000,Metros,0,0,0,1,4,500
Centla,1,2,70,Metros,0,0,0,0,0,0
Centro,2,2,1631,Metros,1,1,600,2,2,80
Emiliano Zapata,1,1,450,Metros,3,6,5000,3,3,700
Huimanguillo,6,11,4111,Metros,2,3,3500,1,1,100
Jalapa,2,2,112,Metros,5,5,7500,0,0,0
Jalpa de Mendez,1,1,100,Metros,0,0,0,0,0,0
Jonuta,3,4,960,Metros,0,0,0,1,1,200
Macuspana,2,2,975,Metros,1,1,500,1,1,30
Paraiso,1,1,198,Metros,0,0,0,0,0,0
Tacotalpa,3,6,420,Metros,1,1,200,1,1,160
Teapa,1,1,80,Metros,7,11,18500,2,2,200
Tenosique,4,5,2800,Metros,1,3,15000,1,1,50
Tamaulipas,144,205,102017,Metros,16,26,111900,4,5,1140
Abasolo,5,7,2456,Metros,0,0,0,0,0,0
Aldama,2,2,1100,Metros,0,0,0,0,0,0
Altamira,2,2,2230,Metros,0,0,0,1,1,50
Antiguo Morelos,3,3,622,Metros,0,0,0,0,0,0
Burgos,6,7,4810,Metros,0,0,0,0,0,0
Bustamante,1,1,40,Metros,0,0,0,0,0,0
Camargo,1,3,5400,Metros,1,1,3000,0,0,0
Casas,2,2,1680,Metros,1,1,500,0,0,0
Cruillas,1,1,300,Metros,1,1,500,0,0,0
Gonzalez,21,22,4111,Metros,1,1,200,0,0,0
Güemez,2,3,68,Metros,1,2,100,1,1,40
Guerrero,1,10,1000,Metros,0,0,0,0,0,0
Gustavo Diaz Ordaz,1,1,400,Metros,0,0,0,0,0,0
Hidalgo,6,7,792,Metros,0,0,0,0,0,0
Jaumave,2,3,385,Metros,0,0,0,0,0,0
Jimenez,6,6,2099,Metros,2,4,15000,1,1,50
Llera,9,10,3058,Metros,0,0,0,0,0,0
El Mante,11,29,3578,Metros,0,0,0,0,0,0
Matamoros,3,8,16000,Metros,1,3,45000,0,0,0
Mendez,3,3,960,Metros,1,1,200,0,0,0
Nuevo Laredo,2,2,5400,Metros,0,0,0,0,0,0
Ocampo,1,1,450,Metros,0,0,0,0,0,0
Padilla,2,6,1100,Metros,0,0,0,0,0,0
Reynosa,16,26,15600,Metros,0,0,0,0,0,0
Rio Bravo,3,3,3620,Metros,0,0,0,0,0,0
San Carlos,5,6,3248,Metros,0,0,0,0,0,0
San Fernando,11,13,12726,Metros,4,8,41000,1,2,1000
San Nicolas,1,1,320,Metros,0,0,0,0,0,0
Soto la Marina,5,6,3750,Metros,0,0,0,0,0,0
Tula,2,2,330,Metros,0,0,0,0,0,0
Victoria,4,4,584,Metros,1,2,6000,0,0,0
Villagran,1,2,700,Metros,2,2,400,0,0,0
Xicotencatl,3,3,3100,Metros,0,0,0,0,0,0
Tlaxcala,48,90,76171,Metros,7,13,26300,16,16,4036
Atlangatepec,1,1,200,Metros,1,2,1800,1,1,400
Altzayanca,4,6,8600,Metros,0,0,0,2,2,200
Apizaco,1,1,400,Metros,0,0,0,0,0,0
Calpulalpan,3,4,6800,Metros,1,2,6000,1,1,100
El Carmen Tequexquitla,1,1,200,Metros,0,0,0,1,1,100
Cuapiaxtla,2,3,8240,Metros,0,0,0,1,1,100
Españita,1,2,70,Metros,0,0,0,0,0,0
Huamantla,5,10,16214,Metros,0,0,0,5,5,636
Hueyotlipan,3,8,1700,Metros,0,0,0,0,0,0
Ixtacuixtla de Mariano Matamoros,2,4,150,Metros,0,0,0,0,0,0
Tepetitla de Lardizabal,1,3,600,Metros,0,0,0,0,0,0
Sanctorum de Lazaro Cardenas,3,5,3921,Metros,1,2,1500,0,0,0
Nanacamilpa de Mariano Arista,1,2,1600,Metros,0,0,0,0,0,0
Santa Cruz Tlaxcala,1,1,2000,Metros,0,0,0,0,0,0
Terrenate,1,3,750,Metros,2,2,6000,2,2,200
Tetla de la Solidaridad,1,3,1250,Metros,0,0,0,0,0,0
Tlaxcala,1,1,800,Metros,0,0,0,0,0,0
Tlaxco,9,18,15077,Metros,2,5,11000,3,3,2300
Tocatlan,1,3,750,Metros,0,0,0,0,0,0
Zitlaltepec de Trinidad Sanchez Santos,1,2,841,Metros,0,0,0,0,0,0
Tzompantepec,2,2,700,Metros,0,0,0,0,0,0
Xaloztoc,1,2,200,Metros,0,0,0,0,0,0
Benito Juarez,1,1,5000,Metros,0,0,0,0,0,0
San Jose Teacalco,1,4,108,Metros,0,0,0,0,0,0
Veracruz de Ignacio de la Llave,191,296,131782,Metros,9,80,27832,29,39,8190
Acayucan,2,2,4000,Metros,0,0,0,0,0,0
Actopan,2,5,505,Metros,0,0,0,0,0,0
Acultzingo,1,5,300,Metros,1,4,6000,1,2,1000
Altotonga,1,1,800,Metros,0,0,0,0,0,0
Naranjos Amatlan,1,1,40,Metros,0,0,0,0,0,0
Amatlan de los Reyes,3,7,915,Metros,0,0,0,0,0,0
angel R. Cabada,9,9,1251,Metros,0,0,0,0,0,0
La Antigua,1,3,10000,Metros,0,0,0,0,0,0
Apazapan,2,2,32,Metros,0,0,0,0,0,0
Atzalan,2,2,300,Metros,0,0,0,2,2,400
Tlaltetela,2,2,184,Metros,0,0,0,0,0,0
Carrillo Puerto,1,1,24,Metros,0,0,0,0,0,0
Catemaco,2,13,2890,Metros,0,0,0,2,2,150
Cerro Azul,1,1,1200,Metros,0,0,0,0,0,0
Coatepec,2,2,230,Metros,0,0,0,0,0,0
Coatzacoalcos,0,0,0,Metros,0,0,0,1,1,80
Coatzintla,1,1,720,Metros,0,0,0,0,0,0
Comapa,1,1,425,Metros,0,0,0,0,0,0
Cordoba,4,4,976,Metros,0,0,0,0,0,0
Cosamaloapan de Carpio,3,3,4150,Metros,0,0,0,1,2,200
Cosoleacaque,1,1,500,Metros,0,0,0,0,0,0
Cotaxtla,1,1,270,Metros,0,0,0,0,0,0
Coxquihui,1,2,780,Metros,0,0,0,0,0,0
Cuitlahuac,3,3,620,Metros,0,0,0,1,1,150
Chacaltianguis,2,2,1650,Metros,0,0,0,0,0,0
Chicontepec,1,1,2500,Metros,0,0,0,0,0,0
Chinameca,3,3,322,Metros,0,0,0,0,0,0
Chocaman,1,1,800,Metros,0,0,0,0,0,0
Emiliano Zapata,8,15,5199,Metros,2,54,20000,6,13,1150
Espinal,1,1,200,Metros,1,1,200,1,1,50
Huayacocotla,2,3,1620,Metros,0,0,0,0,0,0
Hueyapan de Ocampo,1,1,1500,Metros,0,0,0,0,0,0
Ignacio de la Llave,3,5,250,Metros,0,0,0,0,0,0
Isla,0,0,0,Metros,1,1,500,0,0,0
Ixhuacan de los Reyes,2,11,10480,Metros,0,0,0,0,0,0
Ixhuatlan de Madero,1,1,1000,Metros,0,0,0,1,1,100
Ixtaczoquitlan,1,1,150,Metros,0,0,0,1,1,100
Jalacingo,1,1,625,Metros,0,0,0,0,0,0
Xalapa,1,1,300,Metros,0,0,0,0,0,0
Jaltipan,2,3,724,Metros,0,0,0,0,0,0
Xico,1,1,120,Metros,0,0,0,0,0,0
Juan Rodriguez Clara,2,6,2346,Metros,0,0,0,0,0,0
Lerdo de Tejada,3,3,1116,Metros,0,0,0,0,0,0
Manlio Fabio Altamirano,1,1,50,Metros,0,0,0,1,2,1000
Mariano Escobedo,1,1,540,Metros,0,0,0,0,0,0
Martinez de la Torre,5,9,6135,Metros,1,1,500,0,0,0
Mecayapan,1,2,40,Metros,0,0,0,0,0,0
Medellin,1,1,150,Metros,0,0,0,0,0,0
Minatitlan,1,1,20,Metros,0,0,0,0,0,0
Naolinco,1,2,120,Metros,0,0,0,0,0,0
Nogales,0,0,0,Metros,0,0,0,1,1,3000
Ozuluama de Mascareñas,4,4,4320,Metros,0,0,0,0,0,0
Panuco,10,14,5025,Metros,0,0,0,0,0,0
Papantla,1,2,3200,Metros,1,2,300,0,0,0
Paso del Macho,3,4,990,Metros,0,0,0,0,0,0
Perote,7,12,11625,Metros,0,0,0,1,1,40
Platon Sanchez,1,1,250,Metros,0,0,0,0,0,0
Playa Vicente,1,1,2000,Metros,0,0,0,0,0,0
Las Vigas de Ramirez,1,3,875,Metros,0,0,0,0,0,0
Puente Nacional,4,8,8150,Metros,0,0,0,0,0,0
Saltabarranca,1,2,90,Metros,0,0,0,0,0,0
San Andres Tuxtla,6,23,1968,Metros,0,0,0,0,0,0
San Juan Evangelista,2,2,1750,Metros,0,0,0,0,0,0
Santiago Tuxtla,3,3,760,Metros,1,16,32,1,1,50
Sayula de Aleman,1,1,40,Metros,0,0,0,0,0,0
Soconusco,2,2,320,Metros,0,0,0,0,0,0
Soteapan,6,6,1100,Metros,0,0,0,0,0,0
Tantima,0,0,0,Metros,0,0,0,1,1,50
Tantoyuca,2,4,992,Metros,0,0,0,2,2,240
Temapache,3,4,2384,Metros,0,0,0,0,0,0
Tempoal,1,1,600,Metros,0,0,0,0,0,0
Tenampa,1,1,300,Metros,0,0,0,0,0,0
Tepetlan,0,0,0,Metros,0,0,0,1,1,50
Texcatepec,1,1,96,Metros,0,0,0,0,0,0
Texistepec,0,0,0,Metros,1,1,300,0,0,0
Tierra Blanca,3,4,376,Metros,0,0,0,1,1,50
Tlacojalpan,1,1,80,Metros,0,0,0,0,0,0
Tlacotalpan,2,4,2103,Metros,0,0,0,0,0,0
Tlalixcoyan,2,4,5250,Metros,0,0,0,0,0,0
Tlapacoyan,1,1,136,Metros,0,0,0,0,0,0
Tomatlan,1,1,170,Metros,0,0,0,0,0,0
Tuxpam,2,3,146,Metros,0,0,0,2,2,280
ursulo Galvan,5,6,3790,Metros,0,0,0,0,0,0
Vega de Alatorre,1,2,19,Metros,0,0,0,0,0,0
Veracruz,2,2,360,Metros,0,0,0,0,0,0
Villa Aldama,1,1,300,Metros,0,0,0,0,0,0
Yanga,1,1,588,Metros,0,0,0,0,0,0
Zongolica,3,4,532,Metros,0,0,0,0,0,0
Zontecomatlan de Lopez y Fuentes,1,1,100,Metros,0,0,0,0,0,0
Zozocolco de Hidalgo,1,1,184,Metros,0,0,0,0,0,0
Tres Valles,6,7,1340,Metros,0,0,0,0,0,0
Tatahuicapan de Juarez,0,0,0,Metros,0,0,0,1,1,50
Uxpanapa,3,5,404,Metros,0,0,0,0,0,0
Yucatan,80,152,22450,Metros,14,34,114070,20,69,28750
Abala,0,0,0,Metros,0,0,0,1,8,8400
Acanceh,1,1,168,Metros,2,5,1540,1,1,30
Baca,2,2,700,Metros,0,0,0,0,0,0
Conkal,0,0,0,Metros,1,1,250,2,2,150
Chankom,3,3,80,Metros,0,0,0,0,0,0
Chicxulub Pueblo,0,0,0,Metros,0,0,0,1,1,100
Chichimila,0,0,0,Metros,0,0,0,1,1,50
Dzilam de Bravo,0,0,0,Metros,1,1,3000,0,0,0
Dzitas,3,3,234,Metros,0,0,0,0,0,0
Halacho,0,0,0,Metros,1,2,1200,0,0,0
Homun,0,0,0,Metros,0,0,0,1,1,30
Huhi,0,0,0,Metros,0,0,0,1,2,200
Ixil,1,1,75,Metros,0,0,0,0,0,0
Izamal,1,50,124,Metros,0,0,0,0,0,0
Kanasin,0,0,0,Metros,1,1,500,0,0,0
Kopoma,0,0,0,Metros,0,0,0,1,4,400
Maxcanu,2,8,144,Metros,1,4,80,1,2,200
Merida,1,1,30,Metros,1,4,100000,2,16,1100
Motul,1,2,48,Metros,0,0,0,0,0,0
Muna,1,1,375,Metros,1,10,150,1,1,50
Muxupip,1,1,60,Metros,0,0,0,1,8,6000
Oxkutzcab,2,2,400,Metros,0,0,0,0,0,0
Panaba,1,1,240,Metros,0,0,0,0,0,0
Peto,4,8,1800,Metros,0,0,0,0,0,0
Progreso,2,3,2412,Metros,0,0,0,0,0,0
Samahil,0,0,0,Metros,0,0,0,1,2,350
San Felipe,1,1,12,Metros,0,0,0,0,0,0
Seye,1,2,48,Metros,0,0,0,0,0,0
Sinanche,1,2,700,Metros,0,0,0,0,0,0
Suma,0,0,0,Metros,0,0,0,1,2,300
